FID,id_objeto,nome,geometriaaproximada,nomeabrev,largura,extensao,operacional,situacaofisica,homologacao,tipopista,usopista,revestimento,geom
BCIM_Pista_Ponto_Pouso_P.37273,37273,Fazenda Gurucaia,Não,,23,600,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-50.733888888648465 -21.494722221033296)
BCIM_Pista_Ponto_Pouso_P.37275,37275,Hotel Fazenda Capricho,Não,,23,800,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-48.796111110860394 -23.22444444317531)
BCIM_Pista_Ponto_Pouso_P.37277,37277,Guararapes,Não,,20,630,Sim,Construída,Sim,Pista de pouso,Público,Grama,POINT (-50.65305555533317 -21.263055554394235)
BCIM_Pista_Ponto_Pouso_P.37279,37279,Fazenda Alvorada,Não,,30,700,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-50.045833333064465 -22.524999998740768)
BCIM_Pista_Ponto_Pouso_P.37283,37283,Fazenda Anhagai,Não,,23,600,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-50.743333333126486 -20.927499998868118)
BCIM_Pista_Ponto_Pouso_P.37285,37285,Fazenda Koga,Não,,18,500,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-49.98027777755184 -21.871944443254826)
BCIM_Pista_Ponto_Pouso_P.37175,37175,Luiz Gonzaga Lutti,Não,,30,1480,Sim,Construída,Sim,Pista de pouso,Público,Asfalto/Concreto Asfáltico,POINT (-48.984166666414986 -23.09305555429074)
BCIM_Pista_Ponto_Pouso_P.37289,37289,Irmãos Ribeiro,Não,,18,850,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-46.77666666657024 -22.16166666560544)
BCIM_Pista_Ponto_Pouso_P.37293,37293,Ibitinga,Não,,18,1200,Sim,Construída,Sim,Pista de pouso,Público,Asfalto/Concreto Asfáltico,POINT (-48.8558333331684 -21.747222221101197)
BCIM_Pista_Ponto_Pouso_P.37297,37297,Fazenda Pedra Branca,Não,,18,1050,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-44.28833333329531 -22.902777776759674)
BCIM_Pista_Ponto_Pouso_P.37299,37299,Itanhaém,Não,,30,800,Sim,Construída,Sim,Pista de pouso,Público,Asfalto/Concreto Asfáltico,POINT (-46.785555555340814 -24.164722220953756)
BCIM_Pista_Ponto_Pouso_P.37303,37303,Fazenda Centro de vôo a Vela Ipuã,Não,,20,600,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-45.77555555545038 -23.04333333222938)
BCIM_Pista_Ponto_Pouso_P.37307,37307,Ituverava,Não,,30,1000,Sim,Construída,Sim,Pista de pouso,Público,Asfalto/Concreto Asfáltico,POINT (-47.768611111074044 -20.375277776851174)
BCIM_Pista_Ponto_Pouso_P.37311,37311,Doutor José Augusto de Arruda Botelho,Não,,21,1050,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-47.86166666652085 -22.194722221104417)
BCIM_Pista_Ponto_Pouso_P.37323,37323,Fazenda São Luiz,Não,,23,600,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-47.75055555547811 -21.100555554555573)
BCIM_Pista_Ponto_Pouso_P.37327,37327,Fazenda São Joaquim O.B.,Não,,23,1400,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-51.008888888674754 -20.8291666655314)
BCIM_Pista_Ponto_Pouso_P.37329,37329,Fazenda Santa Inês,Não,,20,600,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-49.39249999986092 -20.882499998940506)
BCIM_Pista_Ponto_Pouso_P.37337,37337,Fazenda Eldorado,Não,,18,600,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-49.46263631622591 -22.304079472666132)
BCIM_Pista_Ponto_Pouso_P.37341,37341,Juazeiro,Não,,22,1400,Sim,Construída,Sim,Pista de pouso,Público,Asfalto/Concreto Asfáltico,POINT (-40.09722222294896 -9.15611111164319)
BCIM_Pista_Ponto_Pouso_P.37345,37345,Formosa do Rio Preto,Não,,30,1400,Sim,Construída,Sim,Pista de pouso,Público,Asfalto/Concreto Asfáltico,POINT (-45.191666667197296 -11.022500000127371)
BCIM_Pista_Ponto_Pouso_P.37351,37351,Fazenda Campo Grande,Não,,23,1200,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-48.78861111103603 -20.25499999903472)
BCIM_Pista_Ponto_Pouso_P.37355,37355,Fazenda São João,Não,,20,740,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-49.06666666658125 -20.21666666569138)
BCIM_Pista_Ponto_Pouso_P.37357,37357,Fazenda Triângulo,Não,,100,1425,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-59.171111110781155 -15.174999999002614)
BCIM_Pista_Ponto_Pouso_P.37359,37359,Lucélia,Não,,36,1032,Sim,Construída,Sim,Pista de pouso,Público,Grama,POINT (-51.018333333063055 -21.74944444321546)
BCIM_Pista_Ponto_Pouso_P.42082,42082,Colinas,Não,,,,Sim,Construída,Sim,Pista de pouso,Público,Revestimento primário(solto),POINT (-44.27354854694031 -6.074534942180099)
BCIM_Pista_Ponto_Pouso_P.37361,37361,Rio de Contas,Não,,41,1200,Sim,Construída,Sim,Pista de pouso,Público,Piçarra,POINT (-41.78916666717149 -13.587500000045653)
BCIM_Pista_Ponto_Pouso_P.37369,37369,Igarapé Bahia,Não,,18,1000,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-50.57972222280296 -6.047777778094952)
BCIM_Pista_Ponto_Pouso_P.37371,37371,Caculé,Não,,20,1200,Sim,Construída,Sim,Pista de pouso,Público,Asfalto/Concreto Asfáltico,POINT (-42.26388888934066 -14.49888888882375)
BCIM_Pista_Ponto_Pouso_P.37375,37375,Fazenda Tosana,Não,,30,640,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-42.02925280645488 -22.600209480924985)
BCIM_Pista_Ponto_Pouso_P.37377,37377,Fazenda Pontal,Não,,18,750,Sim,Construída,Sim,Pista de pouso,Particular,Concreto,POINT (-38.93921268673387 -13.564897566849838)
BCIM_Pista_Ponto_Pouso_P.37379,37379,Lençóis Paulista,Não,,20,1260,Sim,Construída,Sim,Pista de pouso,Público,Asfalto/Concreto Asfáltico,POINT (-48.77527777756723 -22.577222221020314)
BCIM_Pista_Ponto_Pouso_P.37381,37381,Fazenda Perobal,Não,,80,800,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-50.77805555531242 -21.50361110991908)
BCIM_Pista_Ponto_Pouso_P.37385,37385,Fazenda Santa Rita,Não,,20,850,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-50.37361111084587 -22.19944444320199)
BCIM_Pista_Ponto_Pouso_P.37387,37387,Fazenda Santa Luíza,Não,,25,1400,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-48.52388888869573 -22.483055554375706)
BCIM_Pista_Ponto_Pouso_P.37389,37389,Fazenda São Francisco,Não,,18,750,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-51.351944444084324 -22.920833331969387)
BCIM_Pista_Ponto_Pouso_P.37391,37391,Fazenda Campo Real,Não,,20,1300,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-57.781111110964574 -13.4469444436906)
BCIM_Pista_Ponto_Pouso_P.37397,37397,Fazenda Maristela,Não,,23,650,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-45.601666666573806 -22.95388888780262)
BCIM_Pista_Ponto_Pouso_P.37399,37399,Fazenda Alto do Piquiri,Não,,20,1000,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-54.768888888655646 -17.84499999897129)
BCIM_Pista_Ponto_Pouso_P.37407,37407,Mozarlândia,Não,,30,1500,Sim,Construída,Sim,Pista de pouso,Público,Asfalto/Concreto Asfáltico,POINT (-50.56799408153671 -14.76951021895628)
BCIM_Pista_Ponto_Pouso_P.37409,37409,Ourilândia do Norte,Não,,30,1200,Sim,Construída,Sim,Pista de pouso,Público,Asfalto/Concreto Asfáltico,POINT (-51.06000000052799 -6.7758333335620256)
BCIM_Pista_Ponto_Pouso_P.37411,37411,Fazenda Pixoxó,Não,,20,600,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-47.884444444321716 -21.781111110034647)
BCIM_Pista_Ponto_Pouso_P.37415,37415,Pindamonhangaba,Não,,30,750,Sim,Construída,Sim,Pista de pouso,Público,Grama,POINT (-45.431388888803546 -22.943611110034063)
BCIM_Pista_Ponto_Pouso_P.37365,37365,Caldas do Jorro,Não,,25,1100,Sim,Construída,Sim,Pista de pouso,Público,Cascalho,POINT (-38.78416666733769 -11.044166667087282)
BCIM_Pista_Ponto_Pouso_P.37417,37417,Fazenda Progresso,Não,,30,730,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-51.40611111086335 -21.05444444326628)
BCIM_Pista_Ponto_Pouso_P.37419,37419,Penápolis,Não,,30,1500,Sim,Construída,Sim,Pista de pouso,Público,Asfalto/Concreto Asfáltico,POINT (-50.03194444424363 -21.410277776632597)
BCIM_Pista_Ponto_Pouso_P.37421,37421,Fazenda Fortaleza,Não,,20,960,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-48.813611110855355 -23.29333333205631)
BCIM_Pista_Ponto_Pouso_P.37423,37423,Fazenda Caramuru,Não,,20,780,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-50.93666666640394 -21.694444443225116)
BCIM_Pista_Ponto_Pouso_P.37425,37425,Fazenda Palmeiras,Não,,40,800,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-57.03305555518566 -17.96694444328533)
BCIM_Pista_Ponto_Pouso_P.37429,37429,Fazenda Marabá,Não,,20,1100,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-57.358055554929024 -21.68722222068068)
BCIM_Pista_Ponto_Pouso_P.37433,37433,Sítio Santa Helena,Não,,25,665,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-50.6161111108778 -21.473888887708014)
BCIM_Pista_Ponto_Pouso_P.37435,37435,Fazenda Shangrilá,Não,,23,1000,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-49.21222222200783 -22.295555554360952)
BCIM_Pista_Ponto_Pouso_P.37441,37441,Fazenda Nossa Senhora da Conceição,Não,,18,870,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-48.54249999978909 -22.764722221012555)
BCIM_Pista_Ponto_Pouso_P.37447,37447,Benedito Mutran,Não,,21,1100,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-49.17583333397793 -5.758055555966166)
BCIM_Pista_Ponto_Pouso_P.37449,37449,Bunge Fertilizantes,Não,,30,800,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-48.11861111080068 -24.71916666527742)
BCIM_Pista_Ponto_Pouso_P.37451,37451,Sada Siderurgia Ltda,Não,,23,1130,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-44.76111111134265 -17.519444443957767)
BCIM_Pista_Ponto_Pouso_P.37453,37453,São Luiz,Não,,20,700,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-52.792222221697074 -24.26249999843094)
BCIM_Pista_Ponto_Pouso_P.37455,37455,Catolé da Rocha,Não,,20,1000,Sim,Construída,Sim,Pista de pouso,Público,Asfalto/Concreto Asfáltico,POINT (-37.755000000863625 -6.354444445311431)
BCIM_Pista_Ponto_Pouso_P.37461,37461,Elisa Camargo de Arruda Botelho,Não,,23,950,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-51.10083333302144 -22.357499998705432)
BCIM_Pista_Ponto_Pouso_P.37469,37469,Fazenda Uberaba,Não,,25,700,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-53.83027777723383 -23.64999999844098)
BCIM_Pista_Ponto_Pouso_P.37465,37465,Fazenda Santa Lídia,Não,,60,699,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-53.68795111618237 -20.722135631588888)
BCIM_Pista_Ponto_Pouso_P.37473,37473,Fazenda Córrego Fundo,Não,,20,930,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-52.58944444455495 -13.736944443937055)
BCIM_Pista_Ponto_Pouso_P.37477,37477,Fazenda Joana Estância,Não,,30,700,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-57.39166666614742 -20.006944443065706)
BCIM_Pista_Ponto_Pouso_P.37479,37479,Fazenda Jaguaretê,Não,,23,900,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-50.72333333309649 -21.44333333215014)
BCIM_Pista_Ponto_Pouso_P.37483,37483,Fazenda Kanaxuê,Não,,20,800,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-50.86666666694497 -12.015833333082886)
BCIM_Pista_Ponto_Pouso_P.37485,37485,Fazenda Santa Feliciana,Não,,40,1000,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-56.6733333327978 -20.94111110967728)
BCIM_Pista_Ponto_Pouso_P.37489,37489,Fazenda São José do Piquiri,Não,,30,700,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-55.559166666412814 -17.454166665635558)
BCIM_Pista_Ponto_Pouso_P.37491,37491,Cedrolândia,Não,,45,700,Sim,Construída,Sim,Pista de pouso,Particular,Piçarra,POINT (-51.946666667357675 -2.538888889440815)
BCIM_Pista_Ponto_Pouso_P.37493,37493,Fazenda Santa Lúcia,Não,,30,800,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-55.90722222198201 -16.89416666567285)
BCIM_Pista_Ponto_Pouso_P.37495,37495,Fazenda Nossa Senhora Aparecida,Não,,20,1060,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-53.89388888872055 -17.544999999046812)
BCIM_Pista_Ponto_Pouso_P.37497,37497,Fazenda Santo Ambrósio,Não,,18,900,Sim,Construída,Sim,Pista de pouso,Particular,Concreto,POINT (-49.580555556437815 -0.0916660008545677)
BCIM_Pista_Ponto_Pouso_P.37499,37499,Santa Paula,Não,,18,600,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-49.39138888876029 -20.70388888784766)
BCIM_Pista_Ponto_Pouso_P.37501,37501,Fazenda Lagoa do Campo,Não,,40,850,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-53.40111111079916 -20.384722221010318)
BCIM_Pista_Ponto_Pouso_P.37505,37505,Santa Terezinha,Não,,20,400,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-56.05611111071163 -19.377222220974406)
BCIM_Pista_Ponto_Pouso_P.37507,37507,Piraquara,Não,,18,450,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-49.14388888844919 -25.951388887325308)
BCIM_Pista_Ponto_Pouso_P.37511,37511,Nossa Senhora da Conceição,Não,,18,550,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-57.166666666891906 -7.22027777765322)
BCIM_Pista_Ponto_Pouso_P.37513,37513,Fazenda Touro Branco,Não,,30,1000,Sim,Construída,Sim,Pista de pouso,Militar,Grama,POINT (-53.78749999950024 -23.014166665172862)
BCIM_Pista_Ponto_Pouso_P.37515,37515,Carmine Castaldo,Não,,24,1000,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-56.83666666669274 -11.302222221727552)
BCIM_Pista_Ponto_Pouso_P.37517,37517,Cara Preta,Não,,18,500,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-57.482500000316854 -5.106111111164202)
BCIM_Pista_Ponto_Pouso_P.37525,37525,Fazenda Tapijara,Não,,18,1140,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-49.074999999736185 -23.219722220939957)
BCIM_Pista_Ponto_Pouso_P.37527,37527,Tatuí,Não,,30,1100,Sim,Construída,Sim,Pista de pouso,Público,Asfalto/Concreto Asfáltico,POINT (-47.879444444230195 -23.331388887653507)
BCIM_Pista_Ponto_Pouso_P.37529,37529,Tupi Paulista,Não,,23,750,Sim,Construída,Sim,Pista de pouso,Público,Grama,POINT (-51.59888888861067 -21.393055554333568)
BCIM_Pista_Ponto_Pouso_P.37531,37531,Parati,Não,,23,700,Sim,Construída,Sim,Pista de pouso,Público,Asfalto/Concreto Asfáltico,POINT (-44.72027777770489 -23.224444443372178)
BCIM_Pista_Ponto_Pouso_P.37535,37535,Fazenda Cataco,Não,,23,850,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-49.79305555537508 -21.26361110999276)
BCIM_Pista_Ponto_Pouso_P.37539,37539,Fazenda Bandeirantes,Não,,18,750,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-57.41777777720031 -20.88333333186733)
BCIM_Pista_Ponto_Pouso_P.37541,37541,Fazenda Planalto,Não,,40,960,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-54.41583333296796 -20.341388887629552)
BCIM_Pista_Ponto_Pouso_P.37543,37543,Fazenda Barra do Traitu,Não,,23,670,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-50.49027777756438 -21.246944443292836)
BCIM_Pista_Ponto_Pouso_P.37545,37545,Fazenda São João,Não,,35,900,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-55.100555555152305 -20.326111109818275)
BCIM_Pista_Ponto_Pouso_P.37547,37547,Fazenda São José,Não,,30,800,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-51.35749999978555 -20.54194444332054)
BCIM_Pista_Ponto_Pouso_P.37549,37549,Usina São Martinho,Não,,30,1600,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-48.113333333226066 -21.339166665624248)
BCIM_Pista_Ponto_Pouso_P.37551,37551,Fazenda Santa Júlia,Não,,35,900,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-57.11194444393505 -20.11916666529133)
BCIM_Pista_Ponto_Pouso_P.37557,37557,Usina Santa Adélia,Não,,18,1000,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-48.31638888877298 -21.33249999894817)
BCIM_Pista_Ponto_Pouso_P.37559,37559,Fazenda Figueira,Não,,23,700,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-50.12166666645545 -21.51249999883992)
BCIM_Pista_Ponto_Pouso_P.37563,37563,Usina Santa Lydia,Não,,20,700,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-47.92055555546486 -21.20166666564789)
BCIM_Pista_Ponto_Pouso_P.37565,37565,Itaperuna,Não,,30,1200,Sim,Construída,Sim,Pista de pouso,Público,Asfalto/Concreto Asfáltico,POINT (-41.87555555569218 -21.219444443716167)
BCIM_Pista_Ponto_Pouso_P.37567,37567,Alagoinhas,Não,,30,1580,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-38.380000000631284 -12.175277778112026)
BCIM_Pista_Ponto_Pouso_P.37571,37571,Iberá,Não,,18,800,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-50.19083333289794 -25.051944442921954)
BCIM_Pista_Ponto_Pouso_P.37577,37577,Vera Cruz,Não,,20,770,Sim,Construída,Sim,Pista de pouso,Público,Asfalto/Concreto Asfáltico,POINT (-49.818611110871394 -22.230277776559802)
BCIM_Pista_Ponto_Pouso_P.37581,37581,Fazenda Vale Eldourado,Não,,20,740,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-46.635277777638464 -23.004722221080794)
BCIM_Pista_Ponto_Pouso_P.37585,37585,Aldeia Kremoro,Não,,18,1000,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-52.90527777820842 -7.209722222319001)
BCIM_Pista_Ponto_Pouso_P.37587,37587,Aldeia Baú,Não,,18,800,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-54.82972222255743 -7.360277777762122)
BCIM_Pista_Ponto_Pouso_P.37593,37593,Fazenda Itapiranga,Não,,23,800,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-51.92527777744115 -22.063611109805095)
BCIM_Pista_Ponto_Pouso_P.37595,37595,Fazenda Avanhandava,Não,,30,1500,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-49.93694444426137 -21.18944444332641)
BCIM_Pista_Ponto_Pouso_P.37597,37597,Aldeia Kubenkroke,Não,,18,900,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-53.39027777811151 -8.725277777709724)
BCIM_Pista_Ponto_Pouso_P.37599,37599,Três Marias,Não,,18,410,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-47.074999999830446 -23.191666665484714)
BCIM_Pista_Ponto_Pouso_P.37601,37601,Aldeia de Metuktire,Não,,18,900,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-52.996666666950546 -10.0636111109374)
BCIM_Pista_Ponto_Pouso_P.37605,37605,Fazenda Primavera,Não,,23,800,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-51.14499999976405 -21.078333332165922)
BCIM_Pista_Ponto_Pouso_P.37607,37607,Cristalina,Não,,23,1100,Sim,Construída,Sim,Pista de pouso,Público,Asfalto/Concreto Asfáltico,POINT (-47.64333333349664 -16.78972222166588)
BCIM_Pista_Ponto_Pouso_P.37609,37609,Chácara Serradinho,Não,,18,750,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-48.35666666655289 -21.26472222117531)
BCIM_Pista_Ponto_Pouso_P.37613,37613,Fazenda Cajueiro,Não,,30,800,Sim,Construída,Sim,Pista de pouso,Militar,Grama,POINT (-48.4766666674026 -4.238611111684393)
BCIM_Pista_Ponto_Pouso_P.37615,37615,Costa Rica,Não,,23,1300,Sim,Construída,Sim,Pista de pouso,Público,Asfalto/Concreto Asfáltico,POINT (-53.153333333148666 -18.486666665657776)
BCIM_Pista_Ponto_Pouso_P.37621,37621,Fazenda Vaca Mocha,Não,,20,1200,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-57.15472222157255 -22.225555553971784)
BCIM_Pista_Ponto_Pouso_P.37627,37627,Fazenda Irmaos Munaretto,Não,,20,1300,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-55.993055555527924 -13.106666666041594)
BCIM_Pista_Ponto_Pouso_P.37633,37633,Fazenda Esmeralda,Não,,20,800,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-51.29888888855239 -22.588888887561115)
BCIM_Pista_Ponto_Pouso_P.37611,37611,Alto Paraíso de Goiás,Não,,30,1200,Sim,Construída,Sim,Pista de pouso,Público,Asfalto/Concreto Asfáltico,POINT (-47.52805555586042 -14.118333333048197)
BCIM_Pista_Ponto_Pouso_P.37537,37537,José Vicente Faria Lima,Não,,35,1500,Sim,Construída,Sim,Pista de pouso,Público,Asfalto/Concreto Asfáltico,POINT (-50.5058333330803 -21.88999999878241)
BCIM_Pista_Ponto_Pouso_P.37639,37639,Fazenda Santa Helena,Não,,18,1400,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-45.49388888880395 -22.891944443369727)
BCIM_Pista_Ponto_Pouso_P.37641,37641,Fazenda São Marco,Não,,23,1400,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-48.81972222192754 -23.92166666532521)
BCIM_Pista_Ponto_Pouso_P.37645,37645,Fazenda Bananeira,Não,,20,1300,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-49.07972222211521 -20.579999998986995)
BCIM_Pista_Ponto_Pouso_P.37647,37647,Fazenda Posses do Rio Grande,Não,,23,900,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-48.97694444435761 -20.310833332352885)
